UID,Name,DoB,Nat,Division,Club,Preferred Foot,Position,Height,Weight,Age,Transfer Value,Wage,Style,Best Role
48041352,Sofiane Alakouch,29/7/1998 (23 years old),MAR,Ligue 2 BKT,FC Metz,Right,"D (RL), WB (R)",175 cm,66 kg,23,€300K - €2.9M,"€25,000 p/m",Technical,Wing-Back
67256514,César Gelabert,31/10/2000 (21 years old),ESP,Spanish Second Division,Mirandés,Right,"M (C), AM (RLC)",182 cm,73 kg,21,€24K - €6.2M,"€14,250 p/m",Creative,Inverted Winger
85058541,Florent Hanin,4/2/1990 (32 years old),FRA,Ligue 2 BKT,Paris FC,Left Only,D/WB (L),177 cm,73 kg,32,€400K - €1.2M,"€23,500 p/m",Intelligent,Full-Back
48037272,Fabien Centonze,16/1/1996 (26 years old),FRA,Ligue 1 Uber Eats,FC Nantes,Right,D/WB/M (R),182 cm,75 kg,26,€6.6M - €10M,"€55,500 p/m",Intelligent,Full-Back
37065498,Zakaria Aboukhlal,18/2/2000 (22 years old),MAR,Ligue 1 Uber Eats,Toulouse FC,Either,"AM (RL), ST (C)",179 cm,73 kg,22,€475K - €4.8M,"€25,000 p/m",Physical,Inside Forward
67280837,Ramón Enríquez,19/4/2001 (21 years old),ESP,Spanish Second Division,Málaga,Right,"DM, M/AM (C)",173 cm,68 kg,21,€2.6M - €5.4M,"€18,250 p/m",Technical,Carrilero
67082063,José Mari,6/12/1987 (34 years old),ESP,Spanish First Division,Cádiz,Right,"DM, M (C)",180 cm,69 kg,34,€12K - €120K,"€35,500 p/m",Leader,Central Midfielder
36099373,Enea Mihaj,5/7/1998 (23 years old),ALB,Portuguese Premier League,Famalicão,Right,D (C),186 cm,81 kg,23,€300K - €900K,"€12,250 p/m",Leader,Central Defender
67225564,Dani Cárdenas,28/3/1997 (25 years old),ESP,Spanish Second Division,Levante,Right,GK,186 cm,74 kg,25,€375K - €3.8M,"€41,500 p/m",Shot Stopper,Sweeper Keeper
37047790,Stijn Spierings,12/3/1996 (26 years old),NED,Ligue 1 Uber Eats,Toulouse FC,Right,"DM, M (C)",188 cm,83 kg,26,€475K - €4.8M,"€21,500 p/m",Intelligent,Deep Lying Playmaker
2000039621,Gilson Benchimol,29/12/2001 (20 years old),CPV,Portuguese Premier League,Estoril Praia,Right Only,ST (C),187 cm,75 kg,20,€650K - €1.4M,"€3,800 p/m",Physical,Advanced Forward
50045205,Enzo Lombardo,16/4/1997 (25 years old),FRA,Spanish Second Division,Huesca,Right,"M (RL), AM (RLC)",174 cm,69 kg,25,€750K,"€15,750 p/m",Physical,Inverted Winger
19171410,Allano,24/4/1995 (27 years old),BRA,Portuguese Premier League,Santa Clara,Left Only,AM (RL),178 cm,74 kg,27,€130K - €1.3M,"€12,750 p/m",Technical,Inverted Winger
13192388,Bruno Langa,31/10/1997 (24 years old),MOZ,Portuguese Premier League,Chaves,Left Only,D/WB/M (L),169 cm,68 kg,24,€160K - €1.6M,"€6,250 p/m",Physical,Winger
83111384,Pedro Amaral,25/8/1997 (24 years old),POR,Portuguese Premier League,Rio Ave,Left Only,"D (LC), WB (L)",178 cm,72 kg,24,€130K - €1.3M,"€7,500 p/m",Technical,Full-Back
83110874,João Mendes,21/10/1994 (27 years old),POR,Portuguese Premier League,Chaves,Right,M/AM (C),183 cm,76 kg,27,€160K - €1.6M,"€6,250 p/m",Technical,Attacking Midfielder
83228369,Alexandre Penetra,9/9/2001 (20 years old),POR,Portuguese Premier League,Famalicão,Right,D (C),184 cm,73 kg,20,€3.2M - €6.4M,"€10,750 p/m",Physical,Central Defender
67287667,Juan Carlos Arana,8/2/2000 (22 years old),ESP,Spanish Second Division,Villarreal B,Right,ST (C),182 cm,72 kg,22,€250K - €2.6M,"€12,250 p/m",Intelligent,Poacher
76049849,Juergen Elitím,13/7/1999 (22 years old),COL,Spanish Second Division,R. Santander,Left,M/AM (C),169 cm,67 kg,22,€7.2M - €8.6M,"€37,500 p/m",Technical,Central Midfielder
83105839,Rui Pires,22/3/1998 (24 years old),POR,Portuguese Premier League,P. Ferreira,Right,"DM, M (C)",184 cm,72 kg,24,€65K - €650K,"€9,250 p/m",Intelligent,Deep Lying Playmaker
48046006,Yvann Maçon,1/10/1998 (23 years old),FRA,Ligue 2 BKT,ASSE,Right,"D (RL), WB/M (R)",176 cm,74 kg,23,€500K - €4.9M,"€4,200 p/m",Technical,Complete Wing-Back
83111532,David Tavares,19/3/1999 (23 years old),POR,Portuguese Premier League,Famalicão,Left,"DM, M (C)",190 cm,82 kg,23,€110K - €1.1M,"€10,750 p/m",Physical,Ball Winning Midfielder
67010609,Ángel Montoro,25/6/1988 (34 years old),ESP,Spanish Second Division,Oviedo,Right,"DM, M (C)",182 cm,77 kg,34,€350K - €1.1M,"€33,000 p/m",Intelligent,Central Midfielder
55078869,Nélson Monte,20/7/1995 (26 years old),POR,Portuguese Premier League,Chaves,Right,D (RC),188 cm,79 kg,26,€1.6M - €3.4M,"€21,500 p/m",Leader,Full-Back
34009932,Yann Boé-Kane,5/4/1991 (31 years old),FRA,Ligue 2 BKT,QRM,Right,"DM, M (C)",185 cm,76 kg,31,€80K - €800K,"€12,000 p/m",Physical,Ball Winning Midfielder
85126187,Yann Bodiger,9/2/1995 (27 years old),FRA,Spanish Second Division,Granada,Left Only,"DM, M (C)",188 cm,80 kg,27,€85K - €850K,"€15,500 p/m",Physical,Ball Winning Midfielder
67246376,Álex Petxarromán,6/2/1997 (25 years old),ESP,Spanish Second Division,F.C. Andorra,Right,"D (RC), DM",178 cm,67 kg,25,€22K - €220K,"€13,000 p/m",Technical,Full-Back
55072262,Kiki,10/12/1994 (27 years old),POR,Portuguese Premier League,VIZ,Left Only,"D (LC), WB (L)",181 cm,76 kg,27,€100K - €1M,"€6,500 p/m",Leader,Full-Back
19220188,Welinton Júnior,8/6/1993 (29 years old),BRA,Portuguese Premier League,PTM,Right,"AM (RLC), ST (C)",175 cm,67 kg,29,€190K - €1.9M,"€11,500 p/m",Creative,Inverted Winger
37001840,Osama Rashid,13/1/1992 (30 years old),IRQ,Portuguese Premier League,VIZ,Right,"DM, M/AM (C)",178 cm,77 kg,30,€100K - €1M,"€10,250 p/m",Technical,Deep Lying Playmaker
67013006,Carlos Ruiz,20/7/1983 (38 years old),ESP,Spanish Second Division,Tenerife,Right,D (C),183 cm,76 kg,38,€20K - €190K,"€16,500 p/m",Leader,Central Defender
85133818,Gautier Larsonneur,23/2/1997 (25 years old),FRA,Ligue 2 BKT,VAFC,Right Only,GK,181 cm,70 kg,25,€450K - €4.5M,"€30,000 p/m",Assertive,Sweeper Keeper
95053303,Nélson da Luz,4/2/1998 (24 years old),ANG,Portuguese Premier League,VTSC,Left,AM (RL),177 cm,74 kg,24,€55K - €550K,"€8,500 p/m",Creative,Winger
13177250,Mohamed Djetei,18/8/1994 (27 years old),CMR,Spanish Second Division,Albacete,Right Only,D (C),185 cm,70 kg,27,€160K - €1.6M,"€13,500 p/m",Physical,Wide Centre-Back
67179749,Jair,21/8/1989 (32 years old),POR,Spanish Second Division,Zaragoza,Left,D (C),191 cm,81 kg,32,€500K - €1.5M,"€24,500 p/m",Intelligent,Central Defender
19202456,Flávio Ramos,12/5/1994 (28 years old),BRA,Portuguese Premier League,P. Ferreira,Right,D (C),192 cm,81 kg,28,€140K - €1.4M,"€9,250 p/m",Physical,Central Defender
20046630,Alex Méndez,6/9/2000 (21 years old),USA,Portuguese Premier League,VIZ,Left,"M (RC), AM (RLC)",178 cm,69 kg,21,€300K - €3M,"€6,500 p/m",Technical,Inverted Winger
19213408,Igor Silva,21/8/1996 (25 years old),BRA,Ligue 1 Uber Eats,FC Lorient,Right Only,D/WB/M (R),173 cm,66 kg,25,€250K - €2.5M,"€25,000 p/m",Technical,Winger
85077805,Nicolas Bénézet,24/2/1991 (31 years old),FRA,Ligue 2 BKT,Nîmes,Right,AM (RLC),170 cm,65 kg,31,Not for Sale,"€12,000 p/m",Creative,Inverted Winger
24052443,Renato Pantalon,27/10/1997 (24 years old),CRO,Portuguese Premier League,Rio Ave,Right,D (C),194 cm,86 kg,24,€140K,"€5,250 p/m",Physical,Central Defender
85145157,Arnaud Nordin,17/6/1998 (24 years old),FRA,Ligue 1 Uber Eats,Montpellier,Left,M/AM (L),170 cm,70 kg,24,€3.6M - €7M,"€54,500 p/m",Physical,Winger
67006487,Aridane Hernández,23/3/1989 (33 years old),ESP,Spanish First Division,Atlético Pamplona,Right,D (C),186 cm,77 kg,33,€200K - €2M,"€69,000 p/m",Intelligent,No-Nonsense Centre-Back
19154516,Joël Tagueu,6/12/1993 (28 years old),CMR,Portuguese Premier League,MRT,Left,"AM (R), ST (C)",178 cm,76 kg,28,€190K - €1.9M,"€10,250 p/m",Physical,Inverted Winger
67287663,Dani Tasende,6/7/2000 (21 years old),ESP,Spanish Second Division,Villarreal B,Left,D/WB (L),185 cm,78 kg,21,€650K - €4.8M,"€11,500 p/m",Technical,Full-Back
13114841,Moussa Konaté,3/4/1993 (29 years old),SEN,Ligue 2 BKT,Dijon FCO,Right,"AM (R), ST (C)",183 cm,79 kg,29,€425K - €1.2M,"€99,500 p/m",Physical,Poacher
49037761,Nicolas Cozza,8/1/1999 (23 years old),FRA,Ligue 1 Uber Eats,Montpellier,Left,D (LC),178 cm,72 kg,23,€2.9M - €5.8M,"€35,000 p/m",Technical,Full-Back
48037152,Ibrahima Sissoko,27/10/1997 (24 years old),FRA,Ligue 1 Uber Eats,Strasbourg,Right,"DM, M (C)",193 cm,88 kg,24,€65K - €6.2M,"€20,000 p/m",Physical,Ball Winning Midfielder
48036699,Lebo Mothiba,28/1/1996 (26 years old),RSA,Ligue 1 Uber Eats,Strasbourg,Right,ST (C),182 cm,76 kg,26,€250K - €2.5M,"€60,000 p/m",Physical,Pressing Forward
67216756,Carlos Neva,12/6/1996 (26 years old),ESP,Spanish Second Division,Granada,Left,D/WB/M/AM (L),175 cm,65 kg,26,€500K - €5.2M,"€34,500 p/m",Leader,Full-Back
13111558,Moussa Doumbia,15/8/1994 (27 years old),MLI,Ligue 2 BKT,FCSM,Right,AM (LC),173 cm,68 kg,27,€350K - €3.4M,"€30,000 p/m",Technical,Inverted Winger
34011420,Lucas Deaux,26/12/1988 (33 years old),FRA,Ligue 2 BKT,Dijon FCO,Right,"DM, M (C)",188 cm,82 kg,33,€50K - €500K,"€50,000 p/m",Leader,Ball Winning Midfielder
48037370,Nuno Da Costa,10/2/1991 (31 years old),CPV,Ligue 1 Uber Eats,AJ Auxerre,Right,"AM (C), ST (C)",182 cm,70 kg,31,€170K - €1.7M,"€21,000 p/m",Physical,Advanced Forward
49045789,Duplexe Tchamba,10/7/1998 (23 years old),CMR,Portuguese Premier League,Casa Pia,Left,D (C),191 cm,78 kg,23,€550K - €1.6M,"€10,250 p/m",Physical,Ball Playing Defender
19220141,Matheus Aiás,30/12/1996 (25 years old),BRA,Spanish Second Division,R. Santander,Right Only,"AM (RC), ST (C)",175 cm,72 kg,25,€750K - €1.6M,"€13,750 p/m",Technical,Winger
67150948,Ager Aketxe,30/12/1993 (28 years old),ESP,Spanish Second Division,Eibar,Left,"M (LC), AM (RLC)",174 cm,69 kg,28,€210K - €2.1M,"€18,000 p/m",Creative,Inverted Winger
36515153,Saturnin Allagbé,22/11/1993 (28 years old),BEN,Ligue 2 BKT,Dijon FCO,Right Only,GK,187 cm,71 kg,28,€650K - €1.4M,"€24,000 p/m",Distributor,Sweeper Keeper
85145182,Nicolas Janvier,11/8/1998 (23 years old),FRA,Portuguese Premier League,VTSC,Right,M/AM (C),172 cm,75 kg,23,€110K - €1.1M,"€12,000 p/m",Creative,Enganche
19354585,João Carlos,1/3/1995 (27 years old),BRA,Portuguese Premier League,Estoril Praia,Either,ST (C),187 cm,83 kg,27,€650K - €1.4M,"€6,500 p/m",Physical,Advanced Forward
36515158,Habib Diallo,18/6/1995 (27 years old),SEN,Ligue 1 Uber Eats,Strasbourg,Right,ST (C),186 cm,79 kg,27,€850K - €10.5M,"€90,000 p/m",Physical,Complete Forward
85099581,Haris Belkebla,28/1/1994 (28 years old),ALG,Ligue 1 Uber Eats,Brest,Right Only,"DM, M (C)",177 cm,68 kg,28,€2.6M - €5.2M,"€30,000 p/m",Leader,Ball Winning Midfielder
85128265,Dimitri Liénard,13/2/1988 (34 years old),FRA,Ligue 1 Uber Eats,Strasbourg,Left Only,"M (LC), AM (L)",184 cm,77 kg,34,€30K - €90K,"€50,000 p/m",Physical,Winger
37055851,Kaj Sierhuis,27/4/1998 (24 years old),NED,Ligue 1 Uber Eats,Reims,Right,ST (C),180 cm,83 kg,24,€35K - €350K,"€38,000 p/m",Intelligent,Deep Lying Forward
67190076,Luca Sangalli,10/2/1995 (27 years old),ESP,Spanish Second Division,Cartagena,Right,M/AM (C),167 cm,74 kg,27,€170K - €1.7M,"€19,750 p/m",Leader,Ball Winning Midfielder
48036785,Franck Honorat,11/8/1996 (25 years old),FRA,Ligue 1 Uber Eats,Brest,Right,M/AM (RL),180 cm,70 kg,25,€3M - €6M,"€34,500 p/m",Physical,Winger
48036808,Patrick Burner,11/4/1996 (26 years old),MTQ,Ligue 2 BKT,Nîmes,Right,D/WB (R),170 cm,65 kg,26,€130K - €1.3M,"€31,000 p/m",Technical,Full-Back
48039548,Mathias Pereira Lage,30/11/1996 (25 years old),POR,Ligue 1 Uber Eats,Brest,Right,"M (C), AM (LC)",180 cm,67 kg,25,€500K - €5M,"€42,000 p/m",Technical,Inverted Winger
48044279,Lilian Brassier,2/11/1999 (22 years old),FRA,Ligue 1 Uber Eats,Brest,Left,D (LC),184 cm,78 kg,22,€1.1M - €5.6M,"€28,000 p/m",Physical,Wide Centre-Back
67257916,Pablo Martínez,22/2/1998 (24 years old),ESP,Spanish Second Division,Levante,Right,"DM, M/AM (C)",182 cm,74 kg,24,€375K - €3.7M,"€24,000 p/m",Technical,Ball Winning Midfielder
85104577,Wesley Saïd,19/4/1995 (27 years old),FRA,Ligue 1 Uber Eats,RC Lens,Right,"AM (L), ST (C)",171 cm,72 kg,27,€1.1M,"€55,000 p/m",Technical,Inverted Winger
29114944,Mehdi Zeffane,19/5/1992 (30 years old),ALG,Ligue 1 Uber Eats,Clermont,Right,D/WB (R),176 cm,78 kg,30,€170K - €1.7M,"€20,500 p/m",Physical,Wing-Back
76022131,Oscar Barreto,28/4/1993 (29 years old),COL,Portuguese Premier League,Santa Clara,Right,M/AM (RC),172 cm,72 kg,29,€45K - €475K,"€10,250 p/m",Technical,Winger
85082890,Gaëtan Paquiez,15/2/1994 (28 years old),FRA,Ligue 2 BKT,Grenoble,Right,"D (RL), DM, M (C)",182 cm,71 kg,28,€150K - €1.5M,"€11,000 p/m",Physical,Full-Back
29114948,Renaud Ripart,14/3/1993 (29 years old),FRA,Ligue 1 Uber Eats,Troyes,Right,"M/AM (RL), ST (C)",181 cm,73 kg,29,€500K - €8.2M,"€55,000 p/m",Leader,Wide Target Forward
55082129,Ivanildo Fernandes,26/3/1996 (26 years old),POR,Portuguese Premier League,VIZ,Left,D (C),193 cm,75 kg,26,€500K - €1.5M,"€12,250 p/m",Physical,No-Nonsense Centre-Back
85145396,Mahdi Camara,30/6/1998 (23 years old),FRA,Ligue 1 Uber Eats,Brest,Right,"DM, M (C)",178 cm,69 kg,23,€26K - €6.4M,"€10,000 p/m",Physical,Mezzala
211500,Bingourou Kamara,21/10/1996 (25 years old),SEN,Ligue 1 Uber Eats,Montpellier,Right,GK,196 cm,92 kg,25,€250K - €2.6M,"€24,500 p/m",Shot Stopper,Goalkeeper
8431097,Daniel Congré,5/4/1985 (37 years old),FRA,Ligue 2 BKT,Dijon FCO,Right,D (C),185 cm,81 kg,37,€100K - €300K,"€60,000 p/m",Leader,Central Defender
55082268,Ricardo Mangas,19/3/1998 (24 years old),POR,Portuguese Premier League,BVT,Left Only,D/WB/M (L),179 cm,66 kg,24,€170K - €1.7M,"€15,250 p/m",Technical,Wing-Back
8440938,Paul Lasne,16/1/1989 (33 years old),FRA,Ligue 2 BKT,Paris FC,Left,"DM, M (RC)",186 cm,77 kg,33,Not for Sale,"€25,000 p/m",Technical,Inverted Winger
67175447,Stoichkov,5/11/1993 (28 years old),ESP,Spanish Second Division,Eibar,Right,"M (C), AM (LC), ST (C)",178 cm,75 kg,28,€180K - €1.8M,"€32,000 p/m",Creative,Inverted Winger
13129899,Habib Maïga,1/1/1996 (26 years old),CIV,Ligue 2 BKT,FC Metz,Right,"DM, M (C)",181 cm,80 kg,26,€230K - €2.3M,"€35,000 p/m",Physical,Ball Winning Midfielder
91174815,Fabijan Buntic,24/2/1997 (25 years old),CRO,Portuguese Premier League,VIZ,Left Only,GK,194 cm,90 kg,25,€45K - €425K,"€8,000 p/m",Distributor,Goalkeeper
55070305,Jorge Fernandes,2/4/1997 (25 years old),POR,Portuguese Premier League,VTSC,Right,D (C),193 cm,86 kg,25,€475K - €1.4M,"€11,500 p/m",Leader,Central Defender
85135790,Kévin N'Doram,22/1/1996 (26 years old),FRA,Ligue 2 BKT,FC Metz,Right,"D (C), DM",184 cm,76 kg,26,€425K - €4.2M,"€35,000 p/m",Leader,Ball Winning Midfielder
85121618,Flavien Tait,2/2/1993 (29 years old),FRA,Ligue 1 Uber Eats,Rennes,Right,"M (C), AM (L)",175 cm,70 kg,29,€6.8M - €10M,"€120,000 p/m",Physical,Inverted Winger
13227048,Hicham Boudaoui,23/9/1999 (22 years old),ALG,Ligue 1 Uber Eats,OGC Nice,Right,"M (RC), AM (R)",175 cm,61 kg,22,€5M - €7M,"€63,000 p/m",Technical,Advanced Playmaker
67258412,Alejandro Marqués,4/8/2000 (21 years old),ESP,Portuguese Premier League,Estoril Praia,Right,ST (C),189 cm,75 kg,21,€100K - €1M,"€18,500 p/m",Technical,Poacher
49061868,Elye Wahi,2/1/2003 (19 years old),FRA,Ligue 1 Uber Eats,Montpellier,Right,"AM (L), ST (C)",184 cm,74 kg,19,€16.5M - €24M,"€40,000 p/m",Physical,Inverted Winger
67169241,Eugeni,19/7/1994 (27 years old),ESP,Spanish Second Division,Zaragoza,Left,M/AM (C),182 cm,73 kg,27,€425K,"€13,500 p/m",Creative,Deep Lying Playmaker
67196202,Kike Barja,1/4/1997 (25 years old),ESP,Spanish First Division,Atlético Pamplona,Right,M/AM (RL),178 cm,74 kg,25,€400K - €7M,"€32,000 p/m",Technical,Inverted Winger
86059389,Eduardo Fereira,20/9/2000 (21 years old),VEN,Portuguese Premier League,Casa Pia,Right,D/WB (R),169 cm,69 kg,21,€550K - €1.6M,"€5,250 p/m",Technical,Wing-Back
85134218,Yvan Neyou,3/1/1997 (25 years old),CMR,Spanish Second Division,Leganés,Right,M/AM (RC),180 cm,63 kg,25,€100K - €7.2M,"€11,750 p/m",Physical,Winger
83105843,Diogo Queirós,5/1/1999 (23 years old),POR,Portuguese Premier League,Famalicão,Right,D (C),185 cm,80 kg,23,€100K - €1M,"€13,750 p/m",Physical,Central Defender
85100069,Sada Thioub,1/6/1995 (27 years old),SEN,Ligue 1 Uber Eats,Angers SCO,Right,"M (R), AM (RL), ST (C)",179 cm,75 kg,27,€950K - €2M,"€28,000 p/m",Physical,Inverted Winger
34011263,Vincent Manceau,24/7/1989 (32 years old),FRA,Ligue 2 BKT,EA Guingamp,Right,"D (RC), WB (R), DM",176 cm,70 kg,32,Not for Sale,"€30,000 p/m",Leader,Full-Back
19222844,João Afonso,9/2/1995 (27 years old),BRA,Portuguese Premier League,MRT,Right,"D (C), DM, M (C)",181 cm,81 kg,27,€130K - €1.3M,"€6,750 p/m",Physical,Ball Winning Midfielder
67276239,Imanol,8/6/2000 (22 years old),ESP,Spanish Second Division,Eibar,Left,D/WB (L),177 cm,67 kg,22,€220K - €2.2M,"€14,750 p/m",Technical,Wing-Back
915351,Mathieu Debuchy,28/7/1985 (36 years old),FRA,Ligue 2 BKT,VAFC,Right,"D (RC), WB (R)",176 cm,77 kg,36,€10K - €100K,"€65,000 p/m",Intelligent,Full-Back
85073883,Brice Samba,25/4/1994 (28 years old),FRA,Ligue 1 Uber Eats,RC Lens,Left,GK,187 cm,90 kg,28,€8M - €10M,"€86,500 p/m",Shot Stopper,Goalkeeper
85059267,Youssouf M'Changama,29/8/1990 (31 years old),COM,Ligue 1 Uber Eats,AJ Auxerre,Right,M/AM (C),175 cm,69 kg,31,Not for Sale,"€38,000 p/m",Physical,Attacking Midfielder
25058063,Matouš Trmal,2/10/1998 (23 years old),CZE,Portuguese Premier League,MRT,Right Only,GK,196 cm,81 kg,23,€60K - €600K,"€19,500 p/m",Shot Stopper,Goalkeeper
85052254,Jonathan Gradit,24/11/1992 (29 years old),FRA,Ligue 1 Uber Eats,RC Lens,Right Only,D (RC),180 cm,75 kg,29,€475K - €8.8M,"€51,000 p/m",Leader,Wing-Back
48030646,Souleyman Doumbia,24/9/1996 (25 years old),CIV,Ligue 1 Uber Eats,Angers SCO,Left,D/WB (L),175 cm,64 kg,25,€400K - €4M,"€60,000 p/m",Physical,Wing-Back
29132976,Jean-Kevin Duverne,12/7/1997 (24 years old),FRA,Ligue 1 Uber Eats,Brest,Right,D (RLC),182 cm,71 kg,24,€550K - €5.6M,"€30,000 p/m",Physical,Inverted Wing-Back
67217545,Juan Pérez,15/7/1996 (25 years old),ESP,Spanish First Division,Atlético Pamplona,Right,GK,191 cm,82 kg,25,€475K - €1.4M,"€14,500 p/m",Shot Stopper,Sweeper Keeper
98038259,Bastien Toma,24/6/1999 (23 years old),SUI,Portuguese Premier League,P. Ferreira,Right,"DM, M/AM (C)",173 cm,69 kg,23,€250K - €2.5M,"€43,500 p/m",Technical,Deep Lying Playmaker
67200930,Gorka Guruzeta,12/9/1996 (25 years old),ESP,Spanish First Division,A. Bilbao,Right,"AM (RL), ST (C)",188 cm,78 kg,25,€75K - €750K,"€14,750 p/m",Leader,Inverted Winger
83169980,Tomás Silva,15/10/1999 (22 years old),POR,Portuguese Premier League,VIZ,Right,"D/WB (R), M/AM (C)",173 cm,65 kg,22,€130K - €1.3M,"€6,500 p/m",Leader,Full-Back
67270540,Borja Garcés,6/8/1999 (22 years old),ESP,Spanish Second Division,Tenerife,Right,ST (C),183 cm,75 kg,22,€325K - €3.3M,"€18,250 p/m",Physical,Pressing Forward
67193102,Yan Eteki,26/8/1997 (24 years old),CMR,Portuguese Premier League,Casa Pia,Right,"DM, M (C)",182 cm,75 kg,24,€130K - €1.3M,"€13,000 p/m",Leader,Defensive Midfielder
43091095,Stefano Beltrame,8/2/1993 (29 years old),ITA,Portuguese Premier League,MRT,Right,M (C),183 cm,70 kg,29,€400K,"€8,000 p/m",Technical,Mezzala
58152145,Nikita Iosifov,11/4/2001 (21 years old),RUS,Spanish Second Division,Villarreal B,Right,AM (RL),175 cm,62 kg,21,€6.4M - €7.8M,"€11,500 p/m",Technical,Inverted Winger
67256616,Gaizka Larrazabal,17/12/1997 (24 years old),ESP,Spanish Second Division,Zaragoza,Right,WB/M/AM (R),180 cm,81 kg,24,€150K - €1.5M,"€16,500 p/m",Physical,Winger
45077880,Naomichi Ueda,24/10/1994 (27 years old),JPN,Ligue 2 BKT,Nîmes,Right,D (C),186 cm,77 kg,27,€100K - €1M,"€32,500 p/m",Physical,No-Nonsense Centre-Back
34012452,Thomas Monconduit,10/2/1991 (31 years old),FRA,Ligue 2 BKT,ASSE,Right,"DM, M (C)",184 cm,83 kg,31,€325K - €3.3M,"€38,000 p/m",Leader,Ball Winning Midfielder
49038936,Willem Geubbels,16/8/2001 (20 years old),FRA,Ligue 1 Uber Eats,AS Monaco,Right,"AM (L), ST (C)",185 cm,72 kg,20,€100K - €7M,"€110,000 p/m",Technical,Inverted Winger
19410808,MT,1/3/2001 (21 years old),BRA,Portuguese Premier League,Santa Clara,Left Only,"M (C), AM (LC), ST (C)",185 cm,75 kg,21,€230K - €2.3M,"€4,200 p/m",Physical,Winger
67086579,Alfredo Ortuño,21/1/1991 (31 years old),ESP,Spanish Second Division,Cartagena,Either,ST (C),184 cm,77 kg,31,Not for Sale,"€22,500 p/m",Technical,Target Forward
96129140,Mateusz Bogusz,22/8/2001 (20 years old),POL,Spanish Second Division,Ibiza,Right,M/AM (C),175 cm,68 kg,20,€5.4M - €8.2M,"€50,500 p/m",Technical,Mezzala
19088570,Ângelo Neto,2/9/1991 (30 years old),BRA,Portuguese Premier League,Casa Pia,Right,"DM, M (C)",181 cm,75 kg,30,€100K - €1M,"€7,500 p/m",Leader,Ball Winning Midfielder
7451731,Aitor Sanz,18/9/1984 (37 years old),ESP,Spanish Second Division,Tenerife,Right,"DM, M (C)",181 cm,72 kg,37,€10K - €100K,"€21,000 p/m",Leader,Central Midfielder
