"RecordIDS","AverageConsistency","Birthdate-Consistency","Birthdate-Values","Club-Consistency","Club-Values","Jersey_number-Consistency","Jersey_number-Values","Name-Consistency","Name-Values","Nationality-Consistency","Nationality-Values","Height-Consistency","Height-Values","Weight-Consistency","Weight-Values"
"eafc_9351+fm_7217+tm_8787","0.619047619047619","1.0","{1999-01-05T00:00|1999-01-05T00:00|1999-01-05T00:00}","0.0","{Como|Südtirol|FC Südtirol}","0.0","{5|5}","0.6666666666666666","{M. Curto|Marco Curto|Marco Curto}","0.6666666666666666","{Italy|ITA|Italy}","1.0","{191.0|191.0}","1.0","{80.0|80.0}"
"eafc_5308+fm_2005+tm_7652","0.6666666666666666","1.0","{1998-01-31T00:00|1998-01-31T00:00|1998-01-31T00:00}","1.0","{RB Leipzig|RB Leipzig|RB Leipzig}","0.0","{8|8}","0.0","{A. Haidara|Amadou Haïdara|Amadou Haidara}","0.6666666666666666","{Mali|MLI|Mali}","1.0","{175.0|175.0}","1.0","{72.0|72.0}"
"eafc_1731+fm_6403+tm_6377","0.38095238095238093","1.0","{1992-07-12T00:00|1992-07-12T00:00|1992-07-12T00:00}","0.0","{Empoli|Sampdoria|UC Sampdoria}","0.0","{19|19}","0.0","{B. Bereszyński|Bartosz Bereszyński|Bartosz Bereszynski}","0.6666666666666666","{Poland|POL|Poland}","0.0","{182.0|183.0}","1.0","{77.0|77.0}"
"eafc_9478+fm_3517+tm_10858","0.5714285714285714","1.0","{1998-05-23T00:00|1998-05-23T00:00|1998-05-23T00:00}","0.6666666666666666","{Wehen Wiesbaden|SV Wehen Wiesbaden|SV Wehen Wiesbaden}","0.0","{7|7}","0.6666666666666666","{R. Heußer|Robin Heußer|Robin Heußer}","0.6666666666666666","{Germany|GER|Germany}","1.0","{170.0|170.0}","0.0","{73.0|74.0}"
"eafc_3191+fm_15478","0.5714285714285714","1.0","{1992-11-04T00:00|1992-11-04T00:00}","1.0","{Rio Ave|Rio Ave}","1.0","{10}","0.0","{A. Oudrhiri|Amine Oudrhiri}","0.0","{France|FRA}","1.0","{180.0|180.0}","0.0","{73.0|64.0}"
"eafc_4652+fm_12270+tm_10265","0.3333333333333333","1.0","{1999-10-05T00:00|1999-10-05T00:00|1999-10-05T00:00}","0.6666666666666666","{Huddersfield Town|Huddersfield|Huddersfield Town}","0.0","{18|18}","0.6666666666666666","{D. Kasumu|David Kasumu|David Kasumu}","0.0","{Nigeria|NGA|England}","0.0","{180.0|174.0}","0.0","{70.0|60.0}"
"eafc_3825+fm_2803+tm_10697","0.7142857142857143","1.0","{1997-06-18T00:00|1997-06-18T00:00|1997-06-18T00:00}","0.6666666666666666","{Magdeburg|Magdeburg|1.FC Magdeburg}","0.0","{1|1}","0.6666666666666666","{D. Reimann|Dominik Reimann|Dominik Reimann}","0.6666666666666666","{Germany|GER|Germany}","1.0","{186.0|186.0}","1.0","{82.0|82.0}"
"eafc_5192+fm_2867+tm_2799","0.619047619047619","1.0","{1998-07-03T00:00|1998-07-03T00:00|1998-07-03T00:00}","0.0","{Saarbrücken|FC Viktoria Köln|1.FC Saarbrücken}","0.0","{6|6}","0.6666666666666666","{P. Sontheimer|Patrick Sontheimer|Patrick Sontheimer}","0.6666666666666666","{Germany|GER|Germany}","1.0","{168.0|168.0}","1.0","{68.0|68.0}"
"eafc_2383+fm_11644+tm_9823","0.7142857142857143","1.0","{1994-07-09T00:00|1994-07-09T00:00|1994-07-09T00:00}","0.6666666666666666","{Watford|Watford|Watford FC}","0.0","{1|1}","0.6666666666666666","{D. Bachmann|Daniel Bachmann|Daniel Bachmann}","0.6666666666666666","{Austria|AUT|Austria}","1.0","{191.0|191.0}","1.0","{81.0|81.0}"
"eafc_1205+fm_14253+tm_6628","0.7619047619047619","1.0","{1987-07-25T00:00|1987-07-25T00:00|1987-07-25T00:00}","0.6666666666666666","{Sevilla|Sevilla|Sevilla FC}","0.0","{20|20}","1.0","{Fernando|Fernando|Fernando}","0.6666666666666666","{Brazil|BRA|Brazil}","1.0","{183.0|183.0}","1.0","{76.0|76.0}"
"eafc_2074+fm_11348+tm_7336","0.5714285714285714","1.0","{1994-03-07T00:00|1994-03-07T00:00|1994-03-07T00:00}","0.6666666666666666","{Everton|Everton|Everton FC}","0.0","{1|1}","0.6666666666666666","{J. Pickford|Jordan Pickford|Jordan Pickford}","0.6666666666666666","{England|ENG|England}","0.0","{185.0|187.0}","1.0","{77.0|77.0}"
"eafc_3085+tm_6915","0.7142857142857143","1.0","{1993-04-23T00:00|1993-04-23T00:00}","0.0","{Cádiz|Cádiz CF}","0.0","{20|20}","1.0","{Iza Carcelén|Iza Carcelén}","1.0","{Spain|Spain}","1.0","{174.0}","1.0","{70.0}"
"eafc_3576+tm_10782","0.7142857142857143","1.0","{1997-08-31T00:00|1997-08-31T00:00}","1.0","{Eintracht Braunschweig|Eintracht Braunschweig}","0.0","{29|29}","0.0","{H. Kuruçay|Hasan Kurucay}","1.0","{Turkey|Turkey}","1.0","{187.0}","1.0","{86.0}"
"eafc_8968+fm_16465+tm_8430","0.3333333333333333","1.0","{2000-12-22T00:00|2000-12-22T00:00|2000-12-22T00:00}","0.0","{Quevilly Rouen|QRM|Quevilly - Rouen Métropole}","0.0","{20|20}","0.6666666666666666","{N. Cissé|Nadjib Cissé|Nadjib Cissé}","0.6666666666666666","{Mali|MLI|Mali}","0.0","{188.0|180.0}","0.0","{79.0|88.0}"
"eafc_8028+fm_3613+tm_1835","0.5714285714285714","1.0","{2002-07-20T00:00|2002-07-20T00:00|2002-07-20T00:00}","0.6666666666666666","{Verl|SC Verl|SC Verl}","0.0","{29|29}","0.6666666666666666","{J. Wosz|Joscha Wosz|Joscha Wosz}","0.6666666666666666","{Germany|GER|Germany}","1.0","{173.0|173.0}","0.0","{75.0|57.0}"
"eafc_6963+fm_2165+tm_5069","0.47619047619047616","1.0","{1999-08-12T00:00|1999-08-12T00:00|1999-08-12T00:00}","0.0","{Sporting Braga|Schalke 04|SC Braga}","0.0","{16|16}","0.6666666666666666","{R. Zalazar|Rodrigo Zalazar|Rodrigo Zalazar}","0.6666666666666666","{Uruguay|URU|Uruguay}","1.0","{178.0|178.0}","0.0","{78.0|72.0}"
"eafc_4444+fm_1459+tm_1237","0.5714285714285714","1.0","{1995-09-30T00:00|1995-09-30T00:00|1995-09-30T00:00}","0.6666666666666666","{Nashville SC|Nashville|Nashville SC}","0.0","{19|19}","0.6666666666666666","{A. Muyl|Alex Muyl|Alex Muyl}","0.6666666666666666","{United States|USA|United States}","0.0","{180.0|181.0}","1.0","{79.0|79.0}"
"eafc_3431+fm_1811+tm_7589","0.47619047619047616","1.0","{1995-04-16T00:00|1995-04-16T00:00|1995-04-16T00:00}","0.6666666666666666","{Borussia Dortmund|Borussia M'gladbach|Borussia Dortmund}","0.0","{5|5}","0.0","{R. Bensebaini|Ramy Bensebaïni|Ramy Bensebaini}","0.6666666666666666","{Algeria|ALG|Algeria}","1.0","{187.0|187.0}","0.0","{82.0|85.0}"
"eafc_9599+fm_7310+tm_9042","0.4285714285714285","1.0","{2000-06-03T00:00|2000-06-03T00:00|2000-06-03T00:00}","0.6666666666666666","{Ternana|Ternana|Ternana Calcio}","0.0","{23|23}","0.6666666666666666","{S. Diakité|Salim Diakité|Salim Diakité}","0.6666666666666666","{France|FRA|France}","0.0","{186.0|185.0}","0.0","{74.0|80.0}"
"eafc_7637+tm_3492","0.5714285714285714","1.0","{2002-05-28T00:00|2002-05-28T00:00}","0.0","{PSV|Bayern Munich}","0.0","{10|10}","0.0","{M. Tillman|Malik Tillman}","1.0","{United States|United States}","1.0","{187.0}","1.0","{71.0}"
"eafc_3492+fm_9576+tm_4577","0.38095238095238093","1.0","{1995-01-08T00:00|1995-01-08T00:00|1995-01-08T00:00}","0.0","{Samsunspor|Ankaragücü|Galatasaray}","0.0","{48|48}","0.0","{T. Antalyalı|Taylan Antalyalı|Taylan Antalyali}","0.6666666666666666","{Turkey|TUR|Turkey}","1.0","{180.0|180.0}","0.0","{71.0|75.0}"
"eafc_2319+fm_14820+tm_6845","0.6666666666666666","1.0","{1993-02-02T00:00|1993-02-02T00:00|1993-02-02T00:00}","0.0","{Mallorca|Elche|RCD Mallorca}","0.0","{5|5}","1.0","{Omar Mascarell|Omar Mascarell|Omar Mascarell}","0.6666666666666666","{Spain|ESP|Spain}","1.0","{181.0|181.0}","1.0","{76.0|76.0}"
"eafc_4625+tm_10003","0.5714285714285714","1.0","{1996-02-11T00:00|1996-02-11T00:00}","1.0","{Cardiff City|Cardiff City}","0.0","{22|22}","0.0","{Y. Méïté|Yakou Méïté}","0.0","{Côte d'Ivoire|Cote d'Ivoire}","1.0","{185.0}","1.0","{82.0}"
"eafc_3247+fm_15821+tm_5898","0.47619047619047616","1.0","{1995-07-18T00:00|1995-07-18T00:00|1995-07-18T00:00}","0.0","{Le Havre|Havre AC|Le Havre AC}","0.0","{4|4}","0.6666666666666666","{G. Lloris|Gautier Lloris|Gautier Lloris}","0.6666666666666666","{France|FRA|France}","0.0","{191.0|192.0}","1.0","{87.0|87.0}"
"eafc_4594+fm_6528+tm_9123","0.5714285714285714","1.0","{1997-02-02T00:00|1997-02-02T00:00|1997-02-02T00:00}","0.6666666666666666","{Cittadella|Cittadella|AS Cittadella}","0.0","{36|36}","0.6666666666666666","{E. Kastrati|Elhan Kastrati|Elhan Kastrati}","0.6666666666666666","{Albania|ALB|Albania}","1.0","{189.0|189.0}","0.0","{82.0|86.0}"
"eafc_2218+fm_1173+tm_1094","0.3333333333333333","1.0","{1990-04-01T00:00|1990-04-01T00:00|1990-04-01T00:00}","0.0","{Austin|FC Dallas|Austin FC}","0.0","{2|2}","0.6666666666666666","{M. Hedges|Matt Hedges|Matt Hedges}","0.6666666666666666","{United States|USA|United States}","0.0","{193.0|194.0}","0.0","{93.0|84.0}"
"eafc_4852+fm_6717+tm_9163","0.619047619047619","1.0","{1997-08-11T00:00|1997-08-11T00:00|1997-08-11T00:00}","0.0","{Lecco|Südtirol|Calcio Lecco 1912}","0.0","{21|21}","0.6666666666666666","{G. Crociata|Giovanni Crociata|Giovanni Crociata}","0.6666666666666666","{Italy|ITA|Italy}","1.0","{174.0|174.0}","1.0","{67.0|67.0}"
"eafc_1221+fm_15825+tm_5681","0.619047619047619","1.0","{1988-05-24T00:00|1988-05-24T00:00|1988-05-24T00:00}","0.6666666666666666","{Nantes|FC Nantes|FC Nantes}","0.0","{30|30}","0.0","{D. Petrić|Denis Petrić|Denis Petric}","0.6666666666666666","{Slovenia|SVN|Slovenia}","1.0","{187.0|187.0}","1.0","{80.0|80.0}"
"eafc_8734+fm_3893+tm_10453","0.4285714285714285","1.0","{1996-08-16T00:00|1996-08-16T00:00|1996-08-16T00:00}","0.6666666666666666","{Fortuna Düsseldorf|Düsseldorf|Fortuna Düsseldorf}","0.0","{15|15}","0.6666666666666666","{T. Oberdorf|Tim Oberdorf|Tim Oberdorf}","0.6666666666666666","{Germany|GER|Germany}","0.0","{186.0|185.0}","0.0","{81.0|79.0}"
"eafc_7130+fm_6627+tm_6081","0.47619047619047616","1.0","{2000-07-01T00:00|2000-07-01T00:00|2000-07-01T00:00}","0.0","{Atalanta|Cremonese|Atalanta BC}","0.0","{29|29}","0.6666666666666666","{M. Carnesecchi|Marco Carnesecchi|Marco Carnesecchi}","0.6666666666666666","{Italy|ITA|Italy}","1.0","{191.0|191.0}","0.0","{83.0|80.0}"
"eafc_4786+fm_2609+tm_9854","0.5714285714285714","1.0","{1994-08-04T00:00|1994-08-04T00:00|1994-08-04T00:00}","0.6666666666666666","{Swansea City|1. FC Köln|Swansea City}","0.0","{3|3}","0.6666666666666666","{K. Pedersen|Kristian Pedersen|Kristian Pedersen}","0.6666666666666666","{Denmark|DEN|Denmark}","0.0","{191.0|189.0}","1.0","{83.0|83.0}"
"eafc_8525+fm_16113+tm_8423","0.7142857142857143","1.0","{2000-10-12T00:00|2000-10-12T00:00|2000-10-12T00:00}","0.6666666666666666","{Grenoble Foot 38|FC Metz|Grenoble Foot 38}","0.0","{19|19}","0.6666666666666666","{L. Joseph|Lenny Joseph|Lenny Joseph}","0.6666666666666666","{France|FRA|France}","1.0","{183.0|183.0}","1.0","{73.0|73.0}"
"eafc_7200+fm_9726+tm_4926","0.619047619047619","1.0","{1994-08-09T00:00|1994-08-09T00:00|1994-08-09T00:00}","1.0","{Sivasspor|Sivasspor|Sivasspor}","0.0","{99|99}","0.6666666666666666","{M. Paluli|Murat Paluli|Murat Paluli}","0.6666666666666666","{Turkey|TUR|Turkey}","1.0","{175.0|175.0}","0.0","{69.0|68.0}"
"eafc_8834+fm_6984","0.5714285714285714","1.0","{1999-03-05T00:00|1999-03-05T00:00}","1.0","{Cittadella|Cittadella}","1.0","{44}","0.0","{S. Visentin|Santiago Visentin}","0.0","{Argentina|ARG}","1.0","{187.0|187.0}","0.0","{74.0|80.0}"
"eafc_6870+fm_2527+tm_10424","0.4285714285714285","1.0","{2001-07-03T00:00|2001-07-03T00:00|2001-07-03T00:00}","0.6666666666666666","{Schalke 04|Schalke 04|FC Schalke 04}","0.0","{3|3}","0.6666666666666666","{L. Greiml|Leo Greiml|Leo Greiml}","0.6666666666666666","{Austria|AUT|Austria}","0.0","{187.0|186.0}","0.0","{84.0|73.0}"
"eafc_10607+tm_1814","0.5714285714285714","1.0","{2001-01-19T00:00|2001-01-19T00:00}","0.0","{Jahn Regensburg|SSV Jahn Regensburg}","0.0","{20|20}","0.0","{N. Ganaus|Noah Ganaus}","1.0","{Germany|Germany}","1.0","{195.0}","1.0","{80.0}"
"eafc_11355+fm_10426","0.5714285714285714","1.0","{1989-06-24T00:00|1989-06-24T00:00}","1.0","{Shenzhen|Shenzhen}","1.0","{27}","1.0","{Yang Boyu|Yang Boyu}","0.0","{China PR|CHN}","0.0","{187.0|186.0}","0.0","{82.0|80.0}"
"eafc_5895+fm_6668+tm_6208","0.7142857142857143","1.0","{1999-08-24T00:00|1999-08-24T00:00|1999-08-24T00:00}","0.6666666666666666","{Bologna|Bologna|Bologna FC 1909}","0.0","{19|19}","0.6666666666666666","{L. Ferguson|Lewis Ferguson|Lewis Ferguson}","0.6666666666666666","{Scotland|SCO|Scotland}","1.0","{181.0|181.0}","1.0","{75.0|75.0}"
"eafc_9017+fm_12131+tm_9885","0.3333333333333333","1.0","{2002-10-31T00:00|2002-10-31T00:00|2002-10-31T00:00}","0.0","{Hull City|Blackburn}","0.0","{15|-1}","0.6666666666666666","{T. Morton|Tyler Morton|Tyler Morton}","0.6666666666666666","{England|ENG|England}","0.0","{178.0|180.0}","0.0","{73.0|72.0}"
"eafc_7567+fm_3268","0.42857142857142855","1.0","{1992-07-06T00:00|1992-07-06T00:00}","0.0","{Verl|SC Verl}","1.0","{4}","0.0","{D. Mikić|Daniel Mikić}","0.0","{Germany|GER}","1.0","{180.0|180.0}","0.0","{75.0|78.0}"
"eafc_1771+fm_1379+tm_1328","0.4285714285714285","1.0","{1989-03-21T00:00|1989-03-21T00:00|1989-03-21T00:00}","0.6666666666666666","{Real Salt Lake|Real Salt Lake|Real Salt Lake City}","0.0","{30|30}","0.6666666666666666","{M. Silva|Marcelo Silva|Marcelo Silva}","0.6666666666666666","{Uruguay|URU|Uruguay}","0.0","{185.0|188.0}","0.0","{82.0|92.0}"
"eafc_6987+fm_15997+tm_5196","0.619047619047619","1.0","{2000-04-29T00:00|2000-04-29T00:00|2000-04-29T00:00}","0.6666666666666666","{Gil Vicente|Gil Vicente|Gil Vicente FC}","0.0","{12|12}","1.0","{Brian Araújo|Brian Araújo|Brian Araújo}","0.6666666666666666","{Portugal|POR|Portugal}","1.0","{188.0|188.0}","0.0","{80.0|78.0}"
"eafc_2160+fm_11609","0.42857142857142855","1.0","{1995-01-27T00:00|1995-01-27T00:00}","1.0","{Fulham|Fulham}","1.0","{6}","0.0","{H. Reed|Harrison Reed}","0.0","{England|ENG}","0.0","{175.0|181.0}","0.0","{72.0|74.0}"
"eafc_11000+tm_9574","0.8571428571428571","1.0","{2000-01-28T00:00|2000-01-28T00:00}","1.0","{Racing Santander|Racing Santander}","0.0","{22|22}","1.0","{Juan Gutiérrez|Juan Gutiérrez}","1.0","{Spain|Spain}","1.0","{188.0}","1.0","{84.0}"
"eafc_8883+fm_4120+tm_3749","0.619047619047619","1.0","{1999-07-07T00:00|1999-07-07T00:00|1999-07-07T00:00}","1.0","{Fortuna Sittard|Fortuna Sittard|Fortuna Sittard}","0.0","{77|77}","0.6666666666666666","{T. Noslin|Tijjani Noslin|Tijjani Noslin}","0.6666666666666666","{Netherlands|NED|Netherlands}","0.0","{177.0|183.0}","1.0","{75.0|75.0}"
"eafc_8972+fm_6336+tm_6017","0.4285714285714285","1.0","{2002-03-09T00:00|2002-03-09T00:00|2002-03-09T00:00}","0.6666666666666666","{Inter|Inter|Inter Milan}","0.0","{21|21}","0.6666666666666666","{K. Asllani|Kristjan Asllani|Kristjan Asllani}","0.6666666666666666","{Albania|ALB|Albania}","0.0","{179.0|175.0}","0.0","{70.0|68.0}"
"eafc_3677+tm_10083","0.7142857142857143","1.0","{1999-05-04T00:00|1999-05-04T00:00}","1.0","{Stoke City}","0.0","{20|20}","0.0","{S. Hakšabanović|Sead Hakšabanović}","1.0","{Montenegro|Montenegro}","1.0","{173.0}","1.0","{74.0}"
"eafc_5850+fm_15465+tm_5057","0.5238095238095238","1.0","{1995-01-11T00:00|1995-01-11T00:00|1995-01-11T00:00}","0.0","{Sporting Braga|BRG|SC Braga}","0.0","{12|12}","1.0","{Tiago Sá|Tiago Sá|Tiago Sá}","0.6666666666666666","{Portugal|POR|Portugal}","1.0","{185.0|185.0}","0.0","{78.0|80.0}"
"eafc_8722+fm_9774+tm_5911","0.3333333333333333","1.0","{2002-05-20T00:00|2002-05-20T00:00|2002-05-20T00:00}","0.0","{Le Havre|Alanyaspor|Le Havre AC}","0.0","{5|5}","0.6666666666666666","{O. Targhalline|Oussama Targhalline|Oussama Targhalline}","0.6666666666666666","{Morocco|MAR|Morocco}","0.0","{186.0|181.0}","0.0","{70.0|74.0}"
"eafc_3956+fm_11962+tm_9960","0.5714285714285714","1.0","{1997-08-30T00:00|1997-08-30T00:00|1997-08-30T00:00}","0.6666666666666666","{Middlesbrough|Middlesbrough|Middlesbrough FC}","0.0","{6|6}","0.6666666666666666","{D. Fry|Dael Fry|Dael Fry}","0.6666666666666666","{England|ENG|England}","0.0","{191.0|194.0}","1.0","{72.0|72.0}"
"eafc_11240+fm_8943+tm_8891","0.4285714285714285","1.0","{2004-01-01T00:00|2004-10-10T00:00|2004-05-20T00:00}","0.6666666666666666","{Brescia|Brescia|Brescia Calcio}","0.0","{21|21}","0.6666666666666666","{R. Fogliata|Riccardo Fogliata|Riccardo Fogliata}","0.6666666666666666","{Italy|ITA|Italy}","0.0","{180.0|162.0}","0.0","{72.0|55.0}"
"eafc_8050+tm_2323","0.5714285714285714","1.0","{1999-11-06T00:00|1999-11-16T00:00}","0.0","{Al Fayha|Al-Fayha FC}","0.0","{6|6}","0.0","{S. Zaidan|Saud Zidan}","1.0","{Saudi Arabia|Saudi Arabia}","1.0","{167.0}","1.0","{66.0}"
"eafc_3228+fm_11907+tm_9952","0.4285714285714285","1.0","{1997-02-05T00:00|1997-02-05T00:00|1997-02-05T00:00}","0.6666666666666666","{Sunderland|Sunderland|Sunderland AFC}","0.0","{10|10}","0.6666666666666666","{P. Roberts|Patrick Roberts|Patrick Roberts}","0.6666666666666666","{England|ENG|England}","0.0","{167.0|168.0}","0.0","{66.0|58.0}"
"eafc_1076+tm_5353","0.7142857142857143","1.0","{1988-03-16T00:00|1988-03-16T00:00}","0.0","{Rio Ave|Rio Ave FC}","0.0","{17|17}","1.0","{Ukra|Ukra}","1.0","{Portugal|Portugal}","1.0","{176.0}","1.0","{70.0}"
"eafc_2168+fm_15917+fm_6242+tm_6111","0.5833333333333333","1.0","{1993-04-17T00:00|1993-12-13T00:00|1993-04-17T00:00|1993-04-17T00:00}","0.5","{Lazio|Chaves|Lazio|SS Lazio}","0.0","{4|4}","0.75","{Patric|Patrick|Patric|Patric}","0.5","{Spain|CPV|ESP|Spain}","0.6666666666666666","{184.0|190.0|184.0}","0.6666666666666666","{72.0|82.0|72.0}"
"eafc_10278+fm_5039","0.5714285714285714","1.0","{2004-11-03T00:00|2004-11-03T00:00}","0.0","{Mechelen|KV Mechelen}","1.0","{34}","0.0","{N. Mukau|Ngal'Ayel Mukau}","0.0","{Belgium|BEL}","1.0","{185.0|185.0}","1.0","{72.0|72.0}"
"eafc_10725+tm_1593","0.8571428571428571","1.0","{2000-04-14T00:00|2000-04-14T00:00}","1.0","{Colorado Rapids}","0.0","{9|9}","1.0","{Rafael Navarro|Rafael Navarro}","1.0","{Brazil|Brazil}","1.0","{183.0}","1.0","{84.0}"
"eafc_5464+fm_12189+tm_10151","0.3333333333333333","1.0","{1998-12-27T00:00|1998-12-27T00:00|1998-12-27T00:00}","0.6666666666666666","{Millwall|Millwall|Millwall FC}","0.0","{2|2}","0.6666666666666666","{D. McNamara|Danny McNamara|Danny McNamara}","0.0","{Republic of Ireland|IRL|Ireland}","0.0","{174.0|181.0}","0.0","{72.0|69.0}"
"eafc_8013+fm_15494+tm_5217","0.5714285714285714","1.0","{1995-11-11T00:00|1995-11-11T00:00|1995-11-11T00:00}","0.6666666666666666","{Gil Vicente|Gil Vicente|Gil Vicente FC}","0.0","{9|9}","0.6666666666666666","{A. Alipour|Ali Alipour|Ali Alipour}","0.6666666666666666","{Iran|IRN|Iran}","1.0","{181.0|181.0}","0.0","{74.0|70.0}"
"eafc_9177+fm_1465+tm_1217","0.5714285714285714","1.0","{1995-03-08T00:00|1995-03-08T00:00|1995-03-08T00:00}","0.6666666666666666","{Nashville SC|Toronto FC|Nashville SC}","0.0","{3|3}","0.6666666666666666","{L. MacNaughton|Lukas MacNaughton|Lukas MacNaughton}","0.6666666666666666","{Canada|CAN|Canada}","1.0","{188.0|188.0}","0.0","{83.0|85.0}"
"eafc_4824+fm_2637+tm_5858","0.619047619047619","1.0","{1998-03-01T00:00|1998-03-01T00:00|1998-03-01T00:00}","0.0","{Toulouse|SV Werder|FC Toulouse}","0.0","{20|20}","0.6666666666666666","{N. Schmidt|Niklas Schmidt|Niklas Schmidt}","0.6666666666666666","{Germany|GER|Germany}","1.0","{184.0|184.0}","1.0","{89.0|89.0}"
"eafc_3780+fm_12222+tm_10357","0.47619047619047616","1.0","{1996-11-12T00:00|1996-11-12T00:00|1996-11-12T00:00}","0.6666666666666666","{Rotherham United|Rotherham|Rotherham United}","0.0","{12|12}","0.6666666666666666","{G. Kelly|Georgie Kelly|Georgie Kelly}","0.0","{Republic of Ireland|IRL|Ireland}","1.0","{188.0|188.0}","0.0","{77.0|85.0}"
"eafc_5451+fm_1947+tm_3495","0.47619047619047616","1.0","{1999-06-17T00:00|1999-06-17T00:00|1999-06-17T00:00}","0.0","{PSV|Club Brugge|PSV Eindhoven}","0.0","{7|7}","0.6666666666666666","{N. Lang|Noa Lang|Noa Lang}","0.6666666666666666","{Netherlands|NED|Netherlands}","1.0","{179.0|179.0}","0.0","{69.0|68.0}"
"eafc_8453+tm_7814","0.5714285714285714","1.0","{2003-03-17T00:00|2003-03-17T00:00}","0.0","{TSG Hoffenheim|TSG 1899 Hoffenheim}","0.0","{36|36}","0.0","{N. Noll|Nahuel Noll}","1.0","{Germany|Germany}","1.0","{188.0}","1.0","{75.0}"
"eafc_10259+tm_2101","0.5714285714285714","1.0","{2002-12-30T00:00|2002-12-30T00:00}","0.0","{Atlanta United|Atlanta United FC}","0.0","{35|35}","0.0","{A. Fortune|Ajani Fortune}","1.0","{Trinidad and Tobago|Trinidad and Tobago}","1.0","{180.0}","1.0","{74.0}"
"eafc_2587+tm_1973","0.7142857142857143","1.0","{1992-03-29T00:00|1992-03-29T00:00}","1.0","{VfB Lübeck|VfB Lübeck}","0.0","{17|17}","0.0","{T. Grupe|Tommy Grupe}","1.0","{Germany|Germany}","1.0","{193.0}","1.0","{85.0}"
"eafc_5379+fm_3199","0.42857142857142855","1.0","{1997-02-21T00:00|1997-02-21T00:00}","0.0","{Verl|SC Verl}","1.0","{7}","0.0","{M. Wolfram|Maximilian Wolfram}","0.0","{Germany|GER}","0.0","{186.0|185.0}","1.0","{81.0|81.0}"
"eafc_2191+fm_2024+tm_10405","0.619047619047619","1.0","{1995-08-28T00:00|1995-08-28T00:00|1995-08-28T00:00}","0.6666666666666666","{Hertha BSC|Fürth|Hertha BSC}","0.0","{19|19}","0.6666666666666666","{J. Dudziak|Jeremy Dudziak|Jeremy Dudziak}","0.0","{Tunisia|GER|Germany}","1.0","{176.0|176.0}","1.0","{70.0|70.0}"
"eafc_9928+fm_7229+tm_9161","0.3333333333333333","1.0","{2002-05-10T00:00|2002-03-10T00:00|2002-03-10T00:00}","0.0","{Lecco|Salento|US Lecce}","0.0","{83|83}","0.6666666666666666","{M. Lemmens|Mats Lemmens|Mats Lemmens}","0.6666666666666666","{Belgium|BEL|Belgium}","0.0","{186.0|184.0}","0.0","{81.0|78.0}"
"eafc_6867+fm_16428+tm_5730","0.47619047619047616","1.0","{2002-08-26T00:00|2002-08-26T00:00|2002-08-26T00:00}","0.0","{Strasbourg|Bordeaux|RC Strasbourg Alsace}","0.0","{26|26}","0.6666666666666666","{D. Bakwa|Dilane Bakwa|Dilane Bakwa}","0.6666666666666666","{France|FRA|France}","1.0","{179.0|179.0}","0.0","{77.0|78.0}"
"eafc_7575+fm_6722+tm_8873","0.5714285714285714","1.0","{2002-07-03T00:00|2002-07-02T00:00|2002-07-03T00:00}","0.6666666666666666","{Brescia|Brescia|Brescia Calcio}","0.0","{32|32}","0.6666666666666666","{A. Papetti|Andrea Papetti|Andrea Papetti}","0.6666666666666666","{Italy|ITA|Italy}","1.0","{186.0|186.0}","0.0","{84.0|77.0}"
"eafc_8755+tm_2399","0.5714285714285714","1.0","{2003-04-15T00:00|2003-04-15T00:00}","0.0","{Al Fateh|Al-Fateh SC}","0.0","{88|88}","0.0","{O. Al Othman|Othman Al-Othman}","1.0","{Saudi Arabia|Saudi Arabia}","1.0","{173.0}","1.0","{64.0}"
"eafc_10042+fm_3984+tm_7822","0.47619047619047616","1.0","{2004-07-26T00:00|2004-07-26T00:00|2004-07-26T00:00}","0.0","{TSG Hoffenheim|Hoffenheim|TSG 1899 Hoffenheim}","0.0","{48|48}","0.6666666666666666","{J. Quarshie|Joshua Quarshie|Joshua Quarshie}","0.6666666666666666","{Germany|GER|Germany}","1.0","{196.0|196.0}","0.0","{91.0|82.0}"
"eafc_6475+fm_6997+tm_6438","0.47619047619047616","1.0","{2000-06-21T00:00|2000-06-21T00:00|2000-06-21T00:00}","0.0","{Lecce|Salento|US Lecce}","0.0","{17|17}","0.6666666666666666","{V. Gendrey|Valentin Gendrey|Valentin Gendrey}","0.6666666666666666","{France|FRA|France}","1.0","{179.0|179.0}","0.0","{69.0|70.0}"
